Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-01-26,Trainspotting,1996,https://boxd.it/8C8CjH,4,,"(Bir seyler deniyorum lutfen okumayin ve ustume gelmeyin)

Film: Trainspotting
Yayinlanma Tarihi: 1996
Filmin Gectigi Zaman: 1980lerin sonlari
Yonetmen: Danny Boyle
Izleme Tarihi: 25.01.25
Ilk puan: 6/10
Yeniden izlenir mi: ---Yok---\ Belki \ Evet


Teknik Ogeler:

Sinematografi: Surreal ogeleri yansitan cekimleri begendim, Mack'in tuvalete girmesi ve overdose olunca halinin icine gocmesi gibi. Ayrica Spock'un is gorumesi sahnesinin cekimi de hostu. 6/10

Kurgu: Karakterlerin hareketleri uzerinden sahneleri kesintisiz baglama olayi hosuma gitti. Filmin akisi iyi ayarlanmisti, karakterin hayati umursamadigi anlarda olaylar uzerinde fazla durmazken (bebegin oldugu sahne) hayatina odaklandigi yerlerde (lavugun evinde kaldigi kisim) sahneler daha fazla ve odakliydi. Boylece anlatiya katki yapmis herhalde, ben begendim. 9/10

Mizansen: Oldukca basarili buldum, Kaldiklari yerler dekoruyla, renkleriyle, isiklandirmasiyla o bagimlilik ortamini, kokusmuslugu hissettirdi. Agir basan soluk sari kirmizi tonlariyla british havasi verirken arada daha renkli sahneler koyarak uyusturucunun karakterler uzerindeki ekstazi halini yansitmis (bence). Dunyanin en pis tuvaleti olsun, kaka sahnesi olsun cok gercekciydi ve rahatsiz etti. Castingi idealdi, karakterleri ilk gordugumde kisilik ozelliklerine dair onyargilar olusturabildim ve gercekten oyle kisiler ciktilar. Toplumdan dislanmis kisileri oynayacak oyuncular icin boyle temiz onyargilar olusturabilecek oyuncular secilmesi yerinde olmus, bi de Ewan McGregor'a top tank giydirmisler bunun uzerine yorumda bulunmayacagim. 10/10

Performans: Ewan McGregor cayir cayir oynuyor, ozellikle odasina kitlendigi sahnede cok iyiydi. Diger aktorlerde de beni rahatsiz eden bir sey gormedim. 8/10

Ses: Soundtrack her sahnenin vermek istedigi hisse ozel olarak secilmisti. Mesela acilistaki kovalama sahnesindeki uyusturucu karsiti hayati secmeyi ve toplumu elestiren monologu cok hareketli bir parcayla (Lust For Life) desteklerken sonraki sahnede birakma karari almasi ama giderek sikismasini hissetirmek icin sakin baslayip yukselen bir parca (Habanera) kullanmis. Ben de Iggy Pop'a bir ara etraflica bakacagim. Bunun disinda ses efektleri, dizayn vs anlamiyorum, fakat sikca yasadigim sorun muzikten karakterlerin ne dedigini duyamamak oldu bundan puan kirdim. 8/10


Akilda Kalan Anlar:

Karakter Sahnesi: Markin bebegin oldugu sahnede bir seyler soylemeye calisip hicbir sey soylemeyip uyusturucu pisirmesi ve bebegin babasi simdi belli oldu gibi garip bir dusunceye odaklanmasi.

Görsel Unsur: Tuvalet deligine girdigi ve deligin icinin sig bir deniz oldugu sahne ve sofradaki herkesin ustune kaka geldigi sahneler cok cesur ve etkileyiciydi. Ayrica Edinburgh'un dogasini gordugumuz daga tirmanmaya gittikleri sahne de guzeldi.

Etkileyici Replik: Ah don't hate the English. They're just wankers. We are colonised by wankers. We can't even pick a decent, vibrant, healthy culture to be colonised by. No. We're ruled by effete arseholes. What does that make us?

Müzik Kullanımı: Sahsi olarak asiri bayildigim sonra da dinlerim dedigim bir muzik olmadi.


Hikaye ve Deneyim:

Burada doldurmam gereken birkac alt baslik vardi fakat uzun oldu, usendim. Hikayesi uyusturucu bagimlisi bir arkadas grubunun hayatinin bir kismini asil odagi Mark'a vererek anlatiyor. Mark'in uyusturucuyu birakma cabalarini, suc hayatindan cikmaya calismasini izliyoruz. Mark'in aslinda hic de sevmedigi bu arkadas grubu birbirlerine zarar veren birbirlerini surekli asagiya cekmeye calisan low-life kisiler. Iclerinde en duz insan olan cocugun kayit ettigi kasedi Mark'in calmasi cocugun hayatini intihara surukluyorken, Mark gruptan uzaklasip normal bir hayata sahip olmaya basladigi an lavukla sick boy aninda hayatina dahil olup onu geri cekmeye calisiyor. Film bagimliligin sorunlarina odaklanirken aslinda icinde bulundugu grubun toksikliginin de insanlarin hayatlarini nasil etkileyebilecegine odaklaniyor bence. Finalde de Mark'in bunun farkindaligiyla parayi alip ""hayati secmesi""de bunu kanitlar nitelikte. Uyusturucu ve bagimli hayati benim ilgimi cok cekmedigi icin hikayesine cok baglanamadim fakat karakterlerin bireysel hayat mucadelelerini izlemek keyifliydi. Iskoc aksani da filmin bonus ozelliklerindendi. 6/10


Son Değerlendirme:
Değiştirmek İsteyeceğim Şey: Konusma seslerini biraz arttirirdim .d
Duygusal Etki: 2/5
Son Puan: 8/10",,2025-01-24
2025-03-31,Shutter Island,2010,https://boxd.it/9hfEeH,2.5,,"sinematografisini begendim, oyunculuklarla birlikte izlenebilir olsa da ne konusunu ne de plot twistini ilginc buldum. izlerken cok baydi. ayrica ses efektlerinin arada sirada cat diye kesilip baska sese gecmesi gozume batti",,2025-03-30
2025-06-07,How to Lose a Guy in 10 Days,2003,https://boxd.it/9VcSn3,2.5,,ikisinin de kolpada olması sarsa da 10 gün için fazla abarttıklarını düşünüyorum. kate hudson ve matt mcconaugheyin inanılmaz kimyası izletse de benim diyen hiçbir yanı yoktu ortalama bir film,,2025-06-06
2025-06-15,Me and Earl and the Dying Girl,2015,https://boxd.it/a0hNqL,5,,"izledigim en guzel filmlerden biriydi. anlatimi, mizahi, gorselligi, oyunculuklari ve muzikleriyle her acisindan kusursuzdu. bu haliyle tam da olmasi gerektigi gibiydi, hicbir yani degissin istemezdim.

eger hassas bir yapiniz varsa dikkatli yaklasin derim beni bile aglatti. hayatin gercekligini bu kadar iyi yakalamasi sanirim beni bu denli etkiledi. bir de greg karakterinde kendimi bulmamin etkisi de olabilir.",,2025-06-14
2025-06-22,Yojimbo,1961,https://boxd.it/a4MREv,4,,"mizahını beğendim. müzikler hem çok iyi hem de sahnelere cuk oturmuş. çok ciddi olur, sıkar diyordum ama cıvıklaşmadan yumuşak kalmayı başarmış, akıp gitti.",,2025-06-21
2025-07-23,Deadpool & Wolverine,2024,https://boxd.it/ar8uaJ,3,,"overalldaki hikayeyi biraz sıkıcı buldum, deadpool filmi olarak o kadar komik de değildi. keyifli vakit geçirdim ama çok aşırı potansiyeli varken vasat kalmış",,2025-07-22
2025-08-27,Superman,2025,https://boxd.it/aScZJV,4.5,,"Well, I'm a punk rocker, yes, I am

Bir süredir izlediğim en iyi süper kahraman filmiydi. Öncelikle filmin renk paletini çok sevdim. DC'nin büründüğü karanlık kusmuk havasından nostaljik pastel sarı tonlarına geçiş Superman için aşırı uyumlu olmuş. Ayrıca Marvelın standartlaşmış tarzına göre de tazelik getirmiş. Superman'i karakter olarak işleyişi hakkında da aynı şekilde düşünüyorum. Superman'in her yaşayan canlıya verdiği değeri (biraz kör göze parmak olsa da) göstermelerini de hoş buldum. Bazı göze batan plot holeları olsa da kalan her şeyi o kadar iyi yapıyor ki izlerken gönül rahatlığıyla bunları görmezden gelebildim.

Oyuncu seçimleri de baya iyi olmuş. Rachel Brosnahan zaten Marvelous Mrs Maisel olarak gönlümüzü çalmıştı, burada da araştırmacı gazeteci Lois Lane olarak aynı performansını sürdürüyor. Henry Cavill iyidir hoştur ama çok saf (naïve) bir tipi yoktu. David Corenswet'se tam herkese güvenen saf Superman havasını vermiş. Superman olmak kolay ama Clark Kent olmayı da başarmış, helal olsun dedik. The Rookie'deki adamın Green Lantern'ını da eğlenceli buldum. Normalde DC'nin böyle yan karakterleri çok cheesy gelirdi ama burada beni utandırmadan güldürebildi. Lex Luthor'un pek bir olayını bilmiyorum o yüzden yorum yapmaktan kaçınıyorum.

Toparlamak gerekirse senaryosu biraz zayıf fakat görselliği ve oyunculuğuyla seyir zevki oldukça yüksek bir filmdi. James Gunn umarım aynı tempoda devam eder de yeniden kaliteli süper kahraman filmleri izleyebiliriz.",,2025-08-26
2025-09-18,The Life Aquatic with Steve Zissou,2004,https://boxd.it/b6m5JL,4.5,,"Öncelikle filmin plotu beni baya sardı. Ne olduğuna, ne olacağına, karakterler arası ilişkilere ciddi şekilde investledim. Mizah da gayet keyifliydi, özellikle Portekizce David Bowie şarkılarına epey güldüm. Estetik olarak Wes Anderson’un yeni filmlerindeki kadar stil ön planda değildi, daha çok hikâye ve mizah odaklıydı. Bu yapı da hoşuma gitti, muhtemelen beni filmde tutan şey de buydu. Kadro zaten yıldızlar geçidi, Bill Murray ve Willem Dafoe babalara buradan selam çakalım.",,2025-09-18
2025-09-22,Ponyo,2008,https://boxd.it/b8C79v,3,,bina cizimlerini cok begendim,,2025-09-19
2025-09-22,10 Things I Hate About You,1999,https://boxd.it/b8I1sj,3,,"eglenceli, cameron bianca ikilisinin kimyasi ana ikiliden daha iyiydi",,2025-09-21
2025-09-22,Death Becomes Her,1992,https://boxd.it/b8Oa9H,1.5,,cok vasat bi filmdi zemeckise yakistiramadim,,2025-09-21
2025-09-29,The Naked Gun: From the Files of Police Squad!,1988,https://boxd.it/bcTanb,3,,baya komik ama sakalari airplane kadar iyi bulmadim. bir de bu isin eski orneklerinden oldugunu hissettirdi,,2025-09-28
2025-10-06,Close Encounters of the Third Kind,1977,https://boxd.it/bhb8mn,3,,uzaylilara yaklasimini sevdim iletisim olaylari ilginc olmus guzel film ama asiri olayi yok (yani eski olsa da kendini one cikaran karakteristigi olmamasi acisindan),,2025-10-05
2025-10-22,Fool's Day,2013,https://boxd.it/bs3TRl,3,,"julian, it's a hungry world",,2025-10-22
2025-12-04,The Devil Wears Prada,2006,https://boxd.it/bVefnN,3,,whiplash for fashion industry,,2025-12-03
2025-12-05,The Intern,2015,https://boxd.it/bVXHjp,2.5,,nothing special but jules got too real at some certain moment,,2025-12-05
2025-12-28,The Fantastic 4: First Steps,2025,https://boxd.it/cglCpP,2,,belgesel ayarında sıkıcı bi film olmuş. bir iniş çıkış heyecan falan hiçbir şey yok. sonraki filmleri anlamak için özetini metin formatında okusanız da birebir aynı deneyimi yaşarsınız,,2025-12-24
2026-02-25,Pink Floyd: The Wall,1982,https://boxd.it/di0Hn9,,,bi şey anlamadım ama görsel olarak güzeldi. eski ben olsa geekyaparın 80dklik yorum videosunu izlerdi,,2026-02-24
2026-03-01,Magnetic Rose,1995,https://boxd.it/dlmmIV,3,,guzeldi ama diger satoshi kon isleri kadar cosmadim. 40dk gibi dar bir surenin exploration ve geyik kismini cok uzattigi icin ben tehdit hissini hissetmedim ve o yuzden de vermek istedigi gerilim hissiyatini pek almadim. gorselligi ve ses tasarimini begendim. konu olarak eski kalmasindan oturu biraz bos hissettirdi,,2026-02-27
